Index,Elevation,Aspect,Slope,Horiz_dist_hydro,Vertical_dist_hydro,Horiz_dist_roadways,Hillshade_9am,Hillshade_Noon,Hillshade_3pm,Horiz_dist_firepoints,Cover_Type,Wilderness_Area,Soil_Type
448,2835,104,24,120,30,2617,252,203,65,1132,2,3,10
449,2867,266,17,120,21,5220,175,245,208,577,2,1,29
450,2064,138,36,67,45,469,247,202,49,361,3,4,1
451,3120,334,15,644,104,2561,185,219,173,1440,1,3,33
452,2691,117,7,150,-4,592,233,233,132,1556,1,1,12
453,3286,38,17,636,185,3196,218,201,113,659,1,3,24
454,3023,142,8,283,54,5082,232,238,139,891,2,1,29
455,2367,194,25,0,0,552,208,250,163,1254,3,4,16
456,2855,198,21,300,23,1113,209,253,170,1809,2,3,4
457,3044,322,23,162,36,2761,157,211,191,2350,1,3,24
458,3249,354,11,474,101,847,201,220,157,2006,2,1,29
459,3247,174,21,618,56,6057,227,245,140,3064,2,1,29
460,3354,12,19,255,61,2010,196,197,133,2098,1,2,40
461,2847,342,19,60,7,5684,177,207,167,4616,2,1,24
462,3129,147,20,553,-19,5898,242,234,112,1412,1,1,29
463,3039,27,7,95,4,2030,217,224,143,1813,2,3,32
464,3160,153,8,255,2,1103,231,241,142,2338,1,1,23
465,2954,303,13,60,11,2555,185,234,189,721,2,3,21
466,3166,53,7,30,-2,1578,224,224,134,511,1,3,32
467,3275,78,18,395,147,1440,241,204,86,2225,2,3,33
468,3295,110,20,443,100,306,249,214,84,577,1,2,32
469,2295,22,21,212,70,962,202,191,119,1233,6,4,10
470,2955,23,5,576,53,1099,217,228,148,779,2,3,31
471,3232,83,8,42,0,2389,232,226,127,2750,1,1,38
472,2805,32,13,594,-7,3301,216,211,128,2658,1,3,10
473,2991,275,11,601,9,4463,189,243,193,4972,2,1,12
474,2876,134,14,120,0,2342,241,233,118,2444,2,3,26
475,2879,325,13,134,59,743,186,225,178,525,2,3,32
476,3158,1,14,182,18,4344,199,213,150,1719,1,1,23
477,3179,74,10,547,139,426,232,222,122,1570,2,1,23
478,3203,0,0,0,0,4901,218,238,156,162,1,1,38
479,2708,73,27,85,16,1552,239,176,50,1396,2,3,33
480,3349,94,10,497,58,1972,236,225,119,2900,2,2,38
481,2897,132,6,0,0,1687,231,237,139,1852,2,3,23
482,2954,104,15,693,163,2372,244,220,102,1652,2,3,34
483,3103,132,11,309,90,2160,238,234,124,3631,1,1,29
484,2823,68,12,218,41,2361,232,216,114,3448,2,1,12
485,3212,338,8,433,28,272,204,229,165,2002,1,2,23
486,3008,76,14,404,39,2731,237,212,104,1505,2,3,32
487,2932,184,12,150,16,4879,223,248,156,1892,2,1,29
488,2677,342,5,395,82,1132,210,233,161,1248,2,1,12
489,3318,180,25,484,187,2820,220,246,143,765,1,3,33
490,2686,125,12,30,3,1954,240,232,120,6511,2,1,12
491,3269,184,15,480,178,3784,223,249,155,376,2,3,34
492,3244,11,14,210,29,5447,205,212,142,534,1,1,22
493,3206,25,8,426,168,162,216,223,143,2173,1,2,40
494,3110,138,14,90,-8,1905,241,234,119,2143,2,3,13
495,3036,108,7,42,-4,2542,232,232,133,3944,1,1,23
496,2991,260,8,658,88,5885,200,245,183,3596,2,1,29
497,2956,132,7,120,15,3841,231,237,138,1304,2,1,30
498,2795,94,3,323,22,2130,224,234,145,2461,2,1,12
499,2612,243,5,170,0,721,209,244,173,6155,5,1,29
500,3118,323,9,256,22,2012,197,231,173,2448,2,3,32
501,3088,38,19,0,0,3845,217,196,108,875,1,1,30
502,2947,78,22,108,20,793,242,195,73,797,1,1,22
503,2860,47,16,256,44,3356,224,203,109,2970,2,1,12
504,3026,5,6,153,19,4552,213,229,154,684,2,1,29
505,3278,44,20,395,55,3688,220,193,99,1620,1,1,39
506,3089,60,20,150,48,891,231,195,88,1591,1,3,33
507,2489,121,20,240,24,458,250,219,89,966,3,3,4
508,2898,18,12,331,17,1919,211,215,140,2927,2,3,26
509,3052,203,6,649,-6,150,217,246,164,1179,2,3,23
510,2928,295,13,0,0,2896,184,236,192,1144,1,3,23
511,2473,327,16,218,21,624,179,220,180,1320,6,4,10
512,2942,137,8,323,55,3336,233,237,135,1744,2,1,29
513,2987,293,7,283,43,234,200,239,178,1332,2,3,32
514,2907,278,7,192,26,1214,202,241,179,1761,2,1,29
515,2613,95,6,216,69,2724,229,231,136,808,3,3,2
516,2731,315,42,560,83,912,79,168,209,1415,2,3,28
517,2753,294,22,270,86,1987,152,228,214,426,2,3,33
518,3008,255,13,726,105,5904,190,248,195,3694,2,1,29
519,2402,353,25,446,212,1294,168,187,150,391,3,4,10
520,2643,201,28,67,24,1920,196,251,174,1047,2,3,4
521,2215,356,31,30,18,1110,156,169,139,582,3,4,10
522,2847,343,15,95,29,4350,188,216,166,4998,2,1,29
523,3028,233,16,335,112,3013,191,253,196,2120,1,3,23
524,3302,333,20,541,151,2952,169,209,177,618,1,3,33
525,2829,66,3,335,45,2495,222,233,147,1510,2,1,29
526,2939,275,17,430,33,5700,173,242,207,6056,2,1,29
527,2820,54,14,90,15,2347,228,209,111,2932,2,1,29
528,2930,307,23,108,35,767,152,220,205,2663,1,1,29
529,2573,89,9,216,28,458,234,225,122,1261,2,1,9
530,2916,251,11,335,32,1441,195,248,191,1366,2,3,32
531,3214,315,4,268,-9,6099,210,236,165,1230,2,1,19
532,2731,110,35,108,71,1443,254,178,20,1006,2,3,13
533,3132,31,20,255,62,4446,210,193,112,2930,1,1,29
534,2911,233,12,420,47,1869,200,251,186,997,2,3,31
535,2638,199,37,240,67,1392,181,242,167,1159,2,3,3
536,2489,62,27,192,70,721,231,173,0,759,2,3,10
537,2117,34,21,216,83,324,212,189,104,541,6,4,10
538,3198,28,14,390,55,571,214,209,128,1710,2,1,29
539,2968,209,9,607,75,6074,214,248,170,5981,2,1,29
540,2492,166,12,60,10,1082,230,244,143,4547,2,1,18
541,3108,81,10,270,33,4329,233,223,121,3314,1,1,22
542,2797,331,16,150,27,3220,181,219,176,1006,2,3,24
543,3270,102,24,67,36,4395,251,201,65,1064,1,1,29
544,2806,10,35,242,120,1698,160,147,106,957,2,3,33
545,2588,57,16,95,21,1531,229,206,105,1921,2,3,10
546,2881,77,23,595,208,949,242,192,68,470,2,3,33
547,2719,66,3,255,6,1170,222,233,147,1879,2,1,12
548,3472,84,20,495,38,2590,244,201,78,2089,1,1,40
549,2578,6,23,30,9,1837,184,187,134,1359,2,3,17
550,2916,2,6,426,12,4583,212,229,154,4901,2,1,7
551,3064,94,12,391,-2,3973,238,222,113,3568,2,1,29
552,3237,22,16,190,49,1516,208,205,130,342,1,1,23
553,2899,126,6,376,49,3095,231,236,138,2362,2,1,12
554,2874,326,23,180,29,1818,157,207,187,2514,2,3,33
555,2327,15,16,150,20,1154,204,205,135,997,3,4,3
556,1909,16,28,0,0,60,184,169,110,514,3,4,1
557,3273,291,14,509,113,4140,180,237,197,2325,1,3,38
558,3157,114,18,60,0,4104,248,219,92,3157,1,3,22
559,2453,85,11,319,91,283,236,221,114,443,3,4,2
560,2911,25,14,391,135,1604,212,208,130,1738,2,3,24
561,2703,21,8,67,-3,2415,215,223,145,510,5,3,31
562,2890,128,14,362,85,2694,243,230,113,1019,2,3,4
563,2687,81,11,268,74,2418,235,221,117,2370,2,3,10
564,2942,40,17,488,77,979,219,199,110,1461,2,3,33
565,2945,96,7,30,0,4672,232,230,131,2233,5,1,23
566,3125,16,10,306,16,4148,212,220,145,1932,2,1,29
567,3112,117,18,30,-10,1964,248,220,93,2571,1,3,32
568,2632,302,15,469,91,700,177,232,194,2588,2,1,12
569,2940,18,5,192,0,1423,216,229,150,342,2,3,23
570,3324,202,19,418,167,2479,207,253,174,967,1,3,33
571,2722,178,17,30,0,2669,225,248,148,2271,5,1,30
572,2350,233,28,495,20,806,162,251,214,845,3,4,1
573,2402,342,19,331,96,1104,177,207,167,1263,6,4,10
574,3148,343,9,150,17,451,202,226,163,2368,2,2,23
575,3084,265,13,150,18,1315,185,246,199,2554,1,3,33
576,3148,148,12,255,43,190,236,239,132,2147,1,2,32
577,3008,350,18,552,40,4257,185,207,158,2151,2,1,29
578,3067,14,28,564,199,564,182,172,115,1758,1,1,30
579,3141,116,21,495,205,1592,250,215,83,2713,1,3,33
580,3050,45,17,488,112,2103,222,200,106,1664,2,3,31
581,3074,33,16,201,-8,1384,215,202,118,503,1,3,24
582,3144,309,17,277,58,216,170,226,196,1103,1,2,22
583,3172,27,17,162,20,1779,211,201,122,1771,1,3,24
584,3262,56,14,0,0,2495,228,208,110,1677,1,3,24
585,3102,188,24,85,17,3235,214,249,156,1150,1,3,33
586,3331,0,14,458,92,3275,199,213,151,2559,1,3,31
587,2996,306,11,134,23,417,189,234,184,272,1,2,22
588,3123,127,7,256,45,95,232,236,136,3329,1,2,22
589,2837,61,13,319,67,1932,230,212,112,2881,2,1,29
590,2598,22,15,295,-3,1660,209,207,131,987,6,3,10
591,3387,288,13,443,97,1237,184,238,194,2955,1,3,32
592,3193,243,7,309,35,5866,207,246,176,2296,2,1,22
593,2902,167,23,201,55,3986,232,241,128,1460,2,1,12
594,2867,83,14,162,27,3847,239,215,104,6267,2,1,12
595,3219,175,26,362,128,3788,224,242,133,582,2,3,33
596,3316,21,12,451,-18,1567,212,213,137,2016,1,1,35
597,3264,37,12,390,-5,3548,219,214,128,1101,1,3,22
598,3258,48,7,570,-3,4216,223,225,138,2563,1,1,29
599,3275,163,25,684,5,3967,234,237,118,1463,2,3,33
600,2016,76,18,42,1,446,239,205,90,595,3,4,6
601,2949,1,16,85,12,3814,196,209,149,1273,2,1,29
602,2879,259,34,360,245,1598,120,235,241,1465,2,3,13
603,3311,151,31,300,127,1839,241,222,86,391,7,3,39
604,2844,321,19,0,0,5539,168,218,188,4682,1,1,24
605,2669,91,20,90,33,1024,246,203,77,1148,2,3,13
606,2699,140,7,90,7,685,231,238,139,1592,1,1,12
607,3357,76,16,180,38,2320,238,208,96,1026,7,3,39
608,2939,74,9,182,72,6049,231,223,125,4321,2,1,29
609,3237,30,15,854,110,2197,214,206,124,2250,7,3,38
610,3315,11,6,408,85,4328,214,228,151,1786,1,3,39
611,3096,59,11,85,10,4860,228,217,120,2449,2,1,29
612,3342,223,9,408,13,774,209,249,176,4260,2,2,32
613,2962,307,7,488,45,5520,200,236,176,2497,2,1,30
614,2911,62,5,42,-1,902,224,230,142,2083,2,3,31
615,2956,0,2,0,0,4373,216,235,156,2106,2,1,19
616,2932,33,5,192,10,4507,219,229,147,4065,2,1,29
617,2343,282,8,335,147,774,198,241,182,592,3,4,6
618,2998,232,15,684,95,5869,194,252,193,3687,2,1,29
619,3128,0,2,212,13,1234,216,235,156,2040,1,1,23
620,3068,302,9,0,0,2697,195,236,181,558,1,3,23
621,3100,265,11,175,52,1813,191,245,193,283,2,3,32
622,2629,348,15,0,0,1055,192,215,161,6275,2,1,16
623,2913,204,9,300,17,5749,215,249,168,5688,2,1,16
624,2817,191,1,124,30,2072,219,239,157,3074,1,1,30
625,3121,65,16,454,40,1521,233,205,98,3410,1,3,33
626,3091,165,27,228,25,3543,232,236,116,1082,2,3,33
627,3217,100,12,95,22,1772,239,224,113,1566,1,2,23
628,2702,190,24,127,81,2177,212,250,158,524,3,3,4
629,2596,202,12,242,51,1599,214,251,169,1690,3,3,2
630,2926,251,10,175,17,5598,198,247,187,3229,2,1,23
631,3206,101,21,272,93,1041,250,206,74,1917,2,1,29
632,2915,31,6,306,22,459,219,228,145,443,2,3,31
633,3223,288,12,0,0,3660,186,239,192,1698,1,1,22
634,2484,242,25,67,30,1357,163,251,217,1159,3,3,3
635,3125,261,10,450,78,3046,195,246,189,454,1,3,32
636,2875,207,1,272,17,2960,218,239,158,3786,2,1,29
637,2306,343,19,212,71,1560,178,207,166,769,6,4,2
638,3128,17,11,361,82,4910,211,218,142,832,2,1,29
639,3310,58,9,30,7,2190,227,221,128,2826,7,1,39
640,3178,14,8,339,-34,2469,213,224,148,2340,1,1,29
641,3046,106,20,592,107,1356,250,210,79,2174,2,3,33
642,3232,155,13,360,45,2089,235,241,133,1736,1,3,32
643,3390,59,10,564,108,1222,228,220,125,2729,1,3,32
644,2942,262,5,457,49,5907,207,242,173,6012,1,1,29
645,3060,6,7,42,3,3655,212,226,152,516,1,3,23
646,3069,164,14,272,32,1689,232,244,140,942,1,1,29
647,2863,243,26,212,82,1236,161,250,219,1666,2,3,4
648,3203,8,13,60,12,3580,204,213,145,3334,7,1,23
649,2594,26,13,361,40,1842,213,211,131,2084,2,3,11
650,2856,49,20,108,32,4224,224,194,96,1144,2,1,29
651,3255,7,10,124,7,4261,208,221,150,1682,1,1,23
652,3224,165,3,95,3,5937,222,240,154,1617,1,1,22
653,3113,125,11,255,69,4876,239,232,121,1811,1,1,29
654,2914,320,15,30,7,4873,179,224,184,1822,5,1,29
655,2419,358,16,330,113,1146,194,209,151,1269,6,4,6
656,3068,89,13,210,30,648,239,219,108,1556,1,1,29
657,3152,50,8,0,0,2089,224,223,134,642,1,1,23
658,2814,313,19,301,119,1001,167,223,194,306,2,3,33
659,2962,324,4,277,73,2044,209,235,164,2440,2,3,32
660,2965,342,14,335,112,3045,190,218,166,1676,2,3,4
661,3115,111,12,95,13,4552,240,227,116,1689,1,1,23
662,2957,191,14,571,66,2790,218,250,162,2122,2,3,26
663,3043,18,9,335,56,792,213,220,144,1731,2,3,32
664,3181,212,12,201,47,495,209,251,176,2125,1,2,29
665,2631,42,7,85,6,124,221,225,138,511,2,3,11
666,2730,54,13,120,19,2259,227,211,115,2402,2,3,32
667,3130,150,15,120,25,947,238,238,125,2053,1,1,29
668,2637,343,25,153,34,1655,162,194,166,2765,6,3,10
669,2910,313,16,42,12,3478,175,226,191,1485,2,1,29
670,2888,81,10,30,1,3332,233,223,121,2466,2,1,23
671,3396,70,8,552,47,1740,229,225,129,2340,7,3,38
672,3005,23,12,120,25,1190,212,214,136,2440,2,1,29
673,2688,103,10,382,38,967,237,227,120,2835,2,1,12
674,3252,45,6,30,0,6351,222,227,140,212,1,1,23
675,3251,213,18,601,116,630,201,254,183,2553,2,3,13
676,3065,25,9,306,8,1831,216,221,141,1168,1,3,31
677,2517,132,17,120,-32,1348,245,228,105,1455,3,3,4
678,2819,74,4,0,0,1275,225,231,142,934,1,3,23
679,3319,82,14,190,49,3458,239,214,103,1401,1,3,40
680,2989,268,22,201,38,3327,159,243,220,1831,1,3,24
681,3222,94,27,570,147,4161,250,188,48,3459,1,1,29
682,3192,98,10,509,176,3433,237,226,120,1862,1,3,33
683,2965,14,9,0,0,3168,212,222,147,1082,1,3,20
684,3381,127,7,182,26,1761,232,236,136,3195,1,2,38
685,2798,323,26,175,63,1237,145,203,193,2496,2,3,33
686,3005,240,18,511,109,5397,183,252,203,1071,2,1,30
687,2722,15,28,228,-43,2070,183,171,113,812,2,3,10
688,2982,10,18,30,7,4562,197,200,136,2538,1,1,23
689,2928,294,6,216,21,5075,204,239,174,1744,5,1,23
690,2977,236,18,631,91,1387,185,253,202,1828,2,3,32
691,2939,245,10,67,5,4058,200,248,185,552,1,1,29
692,2905,21,12,60,17,1861,212,213,137,1362,2,3,31
693,3243,58,17,150,52,2131,230,201,98,2401,1,1,29
694,2665,93,26,0,0,150,250,191,53,636,5,1,30
695,2979,223,8,319,84,532,210,248,175,1563,2,3,32
696,3060,4,11,175,37,2343,206,220,151,1842,2,3,32
697,2720,241,19,60,0,1589,181,252,205,1307,2,3,4
698,3109,187,10,295,0,6527,222,248,159,2582,2,1,29
699,3237,45,3,430,19,4575,220,233,150,2321,1,1,38
700,2765,145,8,272,41,2742,231,239,140,2325,2,1,30
701,2744,78,17,175,-49,1765,240,207,93,1650,2,3,10
702,3228,233,23,201,23,1917,175,253,208,4081,1,2,22
703,3036,8,13,90,19,1207,204,213,145,2783,1,3,22
704,2526,331,11,313,0,671,195,227,171,1142,2,4,6
705,3100,40,14,60,14,3094,220,208,119,5289,1,1,29
706,2267,106,26,175,46,594,253,200,58,1697,4,4,3
707,3026,351,17,524,94,3271,188,209,157,960,2,3,31
708,2929,94,16,216,43,4409,243,215,97,3343,1,1,29
709,3192,312,6,120,8,283,204,236,170,1154,1,2,23
710,3186,48,14,42,-14,2890,224,209,116,2508,1,1,29
711,2776,322,8,108,3,1892,199,232,173,1454,2,1,29
712,3210,164,7,0,0,1020,227,242,149,2512,2,3,23
713,2962,259,7,518,56,5563,203,244,180,2418,2,1,30
714,3133,255,7,408,82,3121,205,244,178,424,1,3,32
715,2682,28,22,228,67,658,206,188,110,1746,2,3,10
716,3100,8,7,218,19,1230,212,226,152,2742,1,3,23
717,2891,82,25,242,-75,350,245,188,58,228,1,1,22
718,2974,34,9,150,0,5789,219,221,138,2012,1,1,22
719,2922,110,8,30,-3,5113,234,231,129,3301,1,1,23
720,3192,131,4,0,0,4277,227,237,145,3289,1,3,22
721,3388,252,17,309,78,3708,181,249,205,853,1,1,39
722,3290,153,6,1020,174,2320,228,240,146,2258,1,3,31
723,3062,268,24,743,244,2045,151,241,225,900,2,3,13
724,3126,162,21,297,72,5467,235,240,124,1570,2,1,29
725,3262,296,6,218,27,4489,203,238,175,782,1,1,39
726,2894,6,7,454,126,684,212,226,152,2240,2,1,12
727,2832,139,17,301,79,3245,243,232,112,2912,2,1,12
728,2964,117,10,42,10,4308,237,231,124,2145,2,1,30
729,2719,335,12,42,7,1516,192,223,170,1302,5,3,10
730,3161,180,11,420,124,2112,224,247,154,1061,2,3,32
731,3189,243,15,384,73,5829,189,251,198,3152,2,1,29
732,2640,109,9,390,-2,1189,235,231,127,5658,2,1,29
733,3310,191,19,256,48,4582,216,251,162,2831,1,3,33
734,2747,154,33,108,64,1463,238,221,85,1622,2,3,13
735,2430,61,28,67,27,721,229,169,54,1140,3,3,4
736,2415,104,14,30,9,752,242,222,107,1507,3,4,6
737,2914,34,9,499,72,2654,219,221,137,1236,1,3,31
738,3308,162,19,285,50,1571,235,241,129,2911,1,1,29
739,2925,149,26,150,2,402,243,228,98,1648,2,1,30
740,2515,20,17,0,0,899,206,202,129,1637,6,3,20
741,2122,138,22,30,9,1087,247,226,95,433,4,4,3
742,3221,113,17,540,83,630,247,221,96,2023,2,1,22
743,3166,57,8,240,63,2580,226,223,132,1758,1,1,29
744,2990,72,6,212,62,3728,227,228,136,2723,2,1,29
745,2707,152,6,201,23,934,227,240,147,395,3,3,2
746,3230,204,6,268,-3,3666,217,246,165,1680,2,3,32
747,2413,98,24,234,47,671,250,198,62,595,3,4,1
748,2774,70,7,300,12,2731,228,226,132,5916,2,1,12
749,3109,53,12,437,28,1509,227,214,119,3360,1,3,33
750,3221,52,16,85,19,2792,227,203,105,2782,1,1,29
751,3083,329,21,153,32,1974,166,211,182,1825,2,3,33
752,2759,251,16,201,64,953,183,250,203,1917,5,3,4
753,2739,169,14,67,7,2160,230,245,144,870,2,3,10
754,3301,3,12,277,75,2912,203,216,150,2403,1,3,24
755,3197,145,11,85,-7,2316,236,238,131,3959,1,2,23
756,3144,245,12,247,36,5671,196,249,190,3134,2,1,22
757,3299,218,9,552,77,3660,211,249,174,2554,1,1,23
758,2524,223,28,408,-75,573,172,252,204,1237,3,3,4
759,2959,108,3,424,132,4925,225,236,146,5060,1,1,12
760,2404,322,19,458,212,1379,168,217,187,480,3,4,10
761,2717,46,13,443,23,895,224,211,119,934,2,1,12
762,2991,37,7,323,59,3194,220,224,139,983,2,3,31
763,2992,275,14,190,30,2356,182,243,200,469,2,1,29
764,3238,285,5,30,7,659,207,240,172,1172,1,2,19
765,3215,113,27,430,180,3571,254,201,56,2101,1,3,33
766,3142,66,15,390,19,3180,233,209,104,3103,1,1,30
767,2972,36,10,67,6,3716,219,217,132,1639,2,1,29
768,2673,48,21,190,56,2384,222,189,91,845,2,3,2
769,2955,290,6,201,57,3474,204,239,174,1593,2,1,29
770,3020,259,13,404,100,3111,188,247,197,914,2,3,32
771,2889,176,24,150,34,467,224,244,139,1084,5,3,13
772,2655,82,7,685,-11,720,230,228,132,1543,2,1,29
773,3036,124,13,95,-4,1032,241,231,117,2897,1,3,23
774,2719,74,6,481,102,1146,228,228,135,700,2,1,12
775,3383,180,7,170,-13,2605,223,244,156,437,7,3,38
776,2999,19,9,67,-1,4410,214,220,143,679,2,1,19
777,2390,93,8,525,96,592,233,228,127,990,3,4,3
778,3313,188,20,228,51,4574,217,250,157,2890,1,3,33
779,2775,186,16,153,51,2897,221,250,157,2574,2,1,30
780,3282,287,21,306,64,4033,156,233,215,1698,1,3,22
781,2286,338,22,0,0,1413,168,204,172,789,3,4,10
782,2671,132,12,30,0,1380,240,233,121,691,2,1,23
783,3089,39,6,30,2,3174,220,227,142,1271,1,3,23
784,2939,37,14,330,23,4734,219,207,121,2067,2,1,29
785,2670,43,9,0,0,2294,222,220,133,2463,2,1,16
786,2925,52,26,0,0,511,223,174,70,485,1,1,22
787,2939,99,15,42,3,3631,243,219,101,2683,2,1,23
788,2922,236,9,240,22,5341,205,248,181,4692,2,1,23
789,2972,263,12,564,77,5833,189,246,196,6047,2,1,29
790,2941,47,10,277,74,3618,224,217,127,5234,2,1,29
791,2656,358,19,175,68,1383,187,202,149,1360,2,3,31
792,2965,117,12,42,5,2348,240,229,117,591,1,1,30
793,3086,97,19,339,82,4215,247,210,85,2563,2,1,29
794,2371,30,19,283,39,459,211,196,116,1218,6,4,10
795,2070,87,25,120,20,180,247,190,57,495,6,4,10
796,3338,129,13,309,103,3159,241,232,118,3190,7,3,39
797,3485,58,23,741,270,2410,229,184,75,1772,1,1,40
798,2965,327,20,698,49,5618,166,212,184,1809,2,1,29
799,2898,76,15,272,85,3191,238,210,99,2213,2,3,33
800,3256,324,6,228,78,1452,204,233,168,2856,1,1,39
801,3404,0,12,658,212,778,202,217,152,782,1,2,33
802,2682,191,26,216,57,1890,209,249,159,1507,2,3,10
803,3142,125,13,247,11,395,241,230,116,2079,2,1,23
804,3067,119,15,170,33,3810,244,226,107,2761,2,1,29
805,2958,263,8,339,12,1931,200,244,183,2113,2,3,32
806,3011,133,9,228,59,976,234,236,133,1113,1,3,32
807,3210,158,18,743,-3,2948,237,240,127,3013,2,3,32
808,2955,71,17,60,-11,534,236,205,95,408,1,1,22
809,2950,115,15,67,15,2175,244,225,106,778,1,1,30
810,3219,171,12,285,17,3042,228,245,147,1022,2,3,32
811,2746,76,8,0,0,942,230,226,128,1482,6,3,23
812,3360,346,15,400,77,3503,191,216,163,3342,7,3,40
813,2114,264,31,170,78,636,130,237,236,553,3,4,10
814,3073,68,10,120,5,819,231,220,121,2033,1,1,29
815,2066,320,41,256,179,247,87,167,202,30,3,4,10
816,2911,122,15,350,106,360,244,227,107,1351,2,1,29
817,3253,339,21,531,58,1024,171,205,171,1597,1,2,33
818,2702,104,30,150,70,150,254,187,39,745,5,1,30
819,2341,260,24,120,35,1299,157,245,223,1454,6,4,10
820,3205,111,8,85,0,3112,234,231,129,4830,1,1,39
821,3165,311,16,30,13,5099,175,227,191,1084,1,1,29
822,2959,102,10,268,74,1463,237,227,120,1173,2,3,31
823,2879,7,13,67,8,1861,203,213,146,2329,2,1,29
824,3093,52,25,446,64,691,224,178,74,1663,1,1,29
825,3045,92,15,67,21,725,242,215,98,400,2,3,33
826,2542,270,32,30,18,1061,122,232,239,1273,2,3,28
827,2424,313,18,42,13,631,168,223,194,1648,3,4,6
828,3258,278,27,420,152,360,138,233,229,789,1,2,22
829,3030,315,13,510,-90,1789,184,229,184,1950,2,3,32
830,2947,11,14,661,152,2877,205,212,142,1332,2,3,32
831,2666,348,27,150,81,2250,160,185,157,2285,2,3,24
832,3048,82,7,0,0,3833,230,228,130,426,1,1,19
833,2985,0,3,371,-4,3397,215,234,156,5583,2,1,20
834,2436,14,28,85,36,1020,182,171,114,1149,6,3,10
835,3280,73,16,566,46,1440,237,207,96,2240,1,1,39
836,3176,277,21,882,115,3515,158,239,218,2210,1,3,27
837,2817,35,4,42,0,1590,219,231,148,2467,2,1,29
838,3275,333,20,430,124,2828,170,210,177,499,1,3,33
839,2521,113,14,256,53,785,244,224,107,926,6,3,2
840,3175,126,16,180,37,589,245,227,105,2272,2,1,22
841,3228,93,13,573,60,4025,240,220,108,2046,1,1,29
842,2746,265,14,60,14,153,184,246,200,2274,2,3,10
843,3201,27,14,30,6,4113,213,209,129,3412,1,1,20
844,3105,260,13,120,21,5528,188,247,197,2802,2,1,22
845,3061,17,10,604,202,1727,212,219,144,3180,1,3,31
846,3116,252,11,95,4,1537,196,248,190,2241,1,3,23
847,3171,257,17,360,61,1276,178,248,207,2594,1,3,33
848,2407,298,14,150,36,1500,181,235,193,537,6,4,10
849,2675,332,25,90,46,1345,155,200,180,1852,6,3,13
850,3390,119,5,0,0,1771,228,235,141,3294,1,2,35
851,3011,228,22,255,91,2971,182,254,202,2041,2,3,33
852,2912,192,6,216,44,3223,220,244,160,1973,2,3,32
853,3604,16,12,351,67,1873,209,214,141,1689,7,2,40
854,3234,82,10,361,-28,849,235,222,118,2940,2,2,23
855,2704,38,8,339,2,663,220,222,137,1837,1,1,12
856,3244,172,13,361,42,2605,228,246,148,1273,1,3,23
857,2764,320,23,67,11,1392,155,212,193,1530,1,3,24
858,2522,13,23,124,47,882,190,185,125,1357,2,3,13
859,3020,329,1,120,0,4328,215,237,159,902,2,1,29
860,3221,143,10,451,67,1304,234,238,134,2181,1,1,38
861,2939,45,9,30,2,1830,223,220,131,1641,1,1,23
862,3295,53,12,85,-3,2791,227,214,119,2529,1,1,29
863,2937,76,8,277,16,5074,230,226,128,2608,2,1,22
864,2919,279,17,268,-11,2064,171,240,208,1302,2,3,31
865,3334,59,8,256,43,1717,227,223,130,3171,1,2,38
866,3156,265,6,391,25,3247,205,243,176,973,2,1,29
867,2919,45,4,418,16,4595,221,231,146,4837,2,1,7
868,2918,70,14,350,54,2998,235,212,106,2496,2,1,29
869,3064,270,9,664,65,5590,195,244,187,3314,2,1,29
870,2821,336,13,30,10,3538,191,222,170,6075,2,1,29
871,3014,242,16,547,128,6058,187,251,200,5268,2,1,29
872,3025,9,10,268,48,2321,209,219,148,2078,1,3,32
873,3018,63,14,150,33,4161,232,211,109,4013,2,1,29
874,2959,125,11,408,-8,4105,239,232,121,2239,2,1,23
875,2846,43,8,175,30,3296,222,222,135,2880,2,1,12
876,3116,158,12,150,30,3728,233,242,138,5070,1,1,30
877,2995,249,27,256,82,5219,151,247,226,1437,2,1,29
878,3074,34,12,0,0,1604,218,214,130,765,1,3,31
879,3097,10,5,95,5,4552,214,229,152,3228,1,1,22
880,2957,243,19,190,55,2277,178,251,208,1430,2,3,33
881,3236,137,11,319,45,5692,237,236,128,3043,2,1,29
882,2644,329,39,210,96,1674,101,163,184,1517,6,3,13
883,2900,3,8,60,11,4032,209,225,153,3961,2,1,29
884,2790,219,29,330,95,1370,174,252,200,1383,2,3,28
885,3189,264,7,300,106,4551,202,244,181,1259,1,1,22
886,3426,292,11,1015,176,1261,188,238,189,1844,1,3,40
887,3128,322,10,212,21,5431,194,230,176,636,1,1,29
888,3019,4,21,437,-40,1071,187,195,140,2032,1,3,33
889,3105,339,7,190,31,2145,204,230,164,2301,2,3,32
890,3151,166,7,234,4,1148,226,243,150,2280,1,1,23
891,3091,273,25,175,41,3587,145,237,227,1240,1,3,39
892,2646,79,21,30,11,2162,242,198,76,808,1,3,10
893,2841,26,19,607,314,1195,208,197,119,983,2,3,33
